File_Name,img_width,img_height,library_loading_time,F1:pre-processing(s),F2:object_detection(s),F3:face_detection(s),F4:face_DB_storage(s),total processing time(s),people_detected,faces_detected
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000266_04830_v/0000001.jpg,2688,1512,3.3536,0.1215,1.6439,0.0004,0.2069,1.9728,0,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000266_04830_v/0000002.jpg,2688,1512,3.2268,0.1159,1.7059,0.0004,0.2194,2.0417,0,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000266_04830_v/0000003.jpg,2688,1512,3.2115,0.1225,1.7736,0.0004,0.2217,2.1183,0,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000266_04830_v/0000004.jpg,2688,1512,3.3056,0.113,1.6528,0.0005,0.2112,1.9776,0,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000266_04830_v/0000005.jpg,2688,1512,3.2635,0.1276,1.6954,0.0005,0.2095,2.0331,0,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000266_04830_v/0000006.jpg,2688,1512,3.1187,0.1163,1.7295,0.0004,0.2203,2.0667,0,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000266_04830_v/0000007.jpg,2688,1512,3.1555,0.1119,1.6663,0.0004,0.2131,1.9919,0,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000266_04830_v/0000008.jpg,2688,1512,3.1411,0.1124,1.5886,0.0004,0.2082,1.9096,0,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000266_04830_v/0000009.jpg,2688,1512,3.1996,0.1097,1.5926,0.0005,0.2066,1.9093,0,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000266_04830_v/0000010.jpg,2688,1512,3.1585,0.1108,1.6376,0.0004,0.2122,1.9611,0,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000266_04830_v/0000011.jpg,2688,1512,3.1047,0.1129,1.6196,0.0004,0.2056,1.9385,0,0
