File_Name,img_width,img_height,library_loading_time,F1:pre-processing(s),F2:object_detection(s),F3:face_detection(s),F4:face_DB_storage(s),total processing time(s),people_detected,faces_detected
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000308_01380_v/0000001.jpg,1904,1071,3.3537,0.0575,1.6902,0.3095,0.0001,2.0574,1,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000308_01380_v/0000002.jpg,1904,1071,3.3877,0.0527,1.7293,0.6041,0.0001,2.3862,2,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000308_01380_v/0000003.jpg,1904,1071,3.3236,0.0561,1.6491,0.3061,0.0001,2.0115,1,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000308_01380_v/0000004.jpg,1904,1071,3.32,0.0553,1.6037,0.865,0.0001,2.5242,3,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000308_01380_v/0000005.jpg,1904,1071,3.2102,0.055,1.735,0.3066,0.0001,2.0968,1,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000308_01380_v/0000006.jpg,1904,1071,3.3086,0.0541,1.7419,0.3011,0.0001,2.0973,1,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000308_01380_v/0000007.jpg,1904,1071,3.2741,0.0542,1.7007,0.6005,0.0001,2.3555,2,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000308_01380_v/0000008.jpg,1904,1071,3.3154,0.0528,1.5779,0.6048,0.0001,2.2357,2,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000308_01380_v/0000009.jpg,1904,1071,3.2623,0.0534,1.6615,0.2785,0.0001,1.9935,1,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000308_01380_v/0000010.jpg,1904,1071,3.3936,0.0564,1.708,0.5833,0.0001,2.3478,2,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000308_01380_v/0000011.jpg,1904,1071,3.305,0.0573,1.6997,0.5777,0.0001,2.3349,2,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000308_01380_v/0000012.jpg,1904,1071,3.2565,0.0518,1.7043,0.0005,0.0001,1.7568,0,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000308_01380_v/0000013.jpg,1904,1071,3.2987,0.0643,1.7202,0.2923,0.0001,2.077,1,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000308_01380_v/0000014.jpg,1904,1071,3.4173,0.0554,1.7052,0.2993,0.0001,2.06,1,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000308_01380_v/0000015.jpg,1904,1071,3.4289,0.0551,1.6132,0.5632,0.0001,2.2316,2,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000308_01380_v/0000016.jpg,1904,1071,3.2728,0.0542,1.6761,0.2864,0.0001,2.0168,1,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000308_01380_v/0000017.jpg,1904,1071,3.2054,0.0538,1.6484,0.5731,0.0001,2.2755,2,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000308_01380_v/0000018.jpg,1904,1071,3.3762,0.0563,1.7343,0.6009,0.0001,2.3917,2,0
