File_Name,img_width,img_height,library_loading_time,F1:pre-processing(s),F2:object_detection(s),F3:face_detection(s),F4:face_DB_storage(s),total processing time(s),people_detected,faces_detected
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000001.jpg,1344,756,3.2425,0.0291,1.6875,0.8288,0.0001,2.5456,4,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000002.jpg,1344,756,3.2138,0.0307,1.6885,0.6349,0.0001,2.3543,3,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000003.jpg,1344,756,3.2115,0.0273,1.6605,0.4042,0.0001,2.0922,2,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000004.jpg,1344,756,3.3088,0.0296,1.693,0.8573,0.0001,2.58,4,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000005.jpg,1344,756,3.2548,0.0308,1.7186,0.6477,0.0001,2.3973,3,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000006.jpg,1344,756,3.3042,0.029,1.6482,0.849,0.0001,2.5263,4,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000007.jpg,1344,756,3.2801,0.0294,1.697,0.8449,0.0001,2.5714,4,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000008.jpg,1344,756,3.2563,0.0298,1.6841,0.3972,0.0001,2.1113,2,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000009.jpg,1344,756,3.3426,0.0305,1.6942,0.403,0.0,2.1278,2,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000010.jpg,1344,756,3.2386,0.029,1.6678,0.4157,0.0001,2.1127,2,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000011.jpg,1344,756,3.206,0.0298,1.668,0.6317,0.0001,2.3295,3,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000012.jpg,1344,756,3.3372,0.0312,1.6826,0.6231,0.0001,2.3371,3,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000013.jpg,1344,756,3.2217,0.0291,1.7072,0.6232,0.0001,2.3597,3,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000014.jpg,1344,756,3.2747,0.0294,1.7043,0.6134,0.0001,2.3472,3,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000015.jpg,1344,756,3.2616,0.0293,1.6769,0.6529,0.0001,2.3592,3,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000016.jpg,1344,756,3.2875,0.0295,1.682,0.8107,0.0001,2.5223,4,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000017.jpg,1344,756,3.2213,0.029,1.6505,0.8281,0.0001,2.5078,4,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000018.jpg,1344,756,3.1746,0.0307,1.6413,0.8605,0.0001,2.5325,4,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000019.jpg,1344,756,3.1948,0.0301,1.6986,1.1018,0.0001,2.8306,5,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000020.jpg,1344,756,3.2343,0.029,1.6639,1.3365,0.0001,3.0294,6,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000021.jpg,1344,756,3.395,0.0294,1.6747,0.8723,0.0001,2.5766,4,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000022.jpg,1344,756,3.3405,0.0289,1.6423,0.8706,0.0001,2.5419,4,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000023.jpg,1344,756,3.2169,0.0273,1.6202,1.0539,0.0001,2.7016,5,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000024.jpg,1344,756,3.4263,0.0303,1.6592,0.9309,0.0001,2.6205,4,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000025.jpg,1344,756,3.363,0.0281,1.6455,0.8671,0.0001,2.5409,4,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000026.jpg,1344,756,3.3182,0.0295,1.7258,0.6377,0.0001,2.3932,3,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000027.jpg,1344,756,3.1576,0.029,1.624,0.8675,0.0001,2.5206,4,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000028.jpg,1344,756,3.2702,0.0299,1.6935,0.6374,0.0001,2.3609,3,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000029.jpg,1344,756,3.3187,0.0318,1.7052,1.1175,0.0001,2.8546,5,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000030.jpg,1344,756,3.3006,0.0307,1.7312,0.8464,0.0001,2.6085,4,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000031.jpg,1344,756,3.2575,0.0297,1.7079,1.0581,0.0001,2.7959,5,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000032.jpg,1344,756,3.3651,0.0306,1.6993,0.8297,0.0001,2.5598,4,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000033.jpg,1344,756,3.1944,0.0288,1.7399,0.9016,0.0001,2.6704,4,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000034.jpg,1344,756,3.3204,0.0303,1.8135,1.1186,0.0001,2.9626,5,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000035.jpg,1344,756,3.2522,0.029,1.7322,1.0498,0.0001,2.8111,5,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000036.jpg,1344,756,3.1491,0.0294,1.7092,0.84,0.0001,2.5788,4,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000037.jpg,1344,756,3.2114,0.0307,1.6669,0.6533,0.0001,2.3511,3,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000038.jpg,1344,756,3.4159,0.0303,1.7265,1.1747,0.0001,2.9317,5,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000039.jpg,1344,756,3.2855,0.0294,1.6986,1.0746,0.0001,2.8027,5,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000040.jpg,1344,756,3.2704,0.0294,1.6679,0.8756,0.0001,2.5729,4,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000041.jpg,1344,756,3.2945,0.0292,1.694,0.8759,0.0002,2.5994,4,1
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000042.jpg,1344,756,3.2571,0.0296,1.6987,0.6645,0.0003,2.3931,3,1
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000043.jpg,1344,756,3.2514,0.0301,1.7179,0.8427,0.0001,2.591,4,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000044.jpg,1344,756,3.2408,0.0299,1.6874,1.1283,0.0002,2.846,5,1
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000045.jpg,1344,756,3.2325,0.0312,1.6794,0.4253,0.0001,2.136,2,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000046.jpg,1344,756,3.2489,0.0296,1.6495,0.6307,0.0001,2.31,3,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000047.jpg,1344,756,3.2861,0.0302,1.6684,0.6389,0.0002,2.3378,3,1
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000048.jpg,1344,756,3.2214,0.0293,1.7071,0.4098,0.0001,2.1464,2,0
/usr/local/Face_Recognition_Files/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000013_01392_v/0000049.jpg,1344,756,3.1382,0.0286,1.61,0.8518,0.0001,2.4904,4,0
