File_Name,img_width,img_height,library_loading_time,F1:pre-processing(s),F2:object_detection(s),F3:face_detection(s),F4:face_DB_storage(s),total processing time(s),people_detected,faces_detected
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000072_04488_v/0000001.jpg,1904,1071,3.3042,0.0551,1.7076,0.2867,0.1043,2.1537,1,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000072_04488_v/0000002.jpg,1904,1071,3.387,0.0553,1.6363,0.2851,0.1043,2.081,1,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000072_04488_v/0000003.jpg,1904,1071,3.3326,0.0601,1.707,0.2799,0.1068,2.1538,1,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000072_04488_v/0000004.jpg,1904,1071,3.3476,0.0577,1.6418,0.2941,0.1135,2.1072,1,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000072_04488_v/0000005.jpg,1904,1071,3.336,0.057,1.6744,0.2782,0.1101,2.1199,1,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000072_04488_v/0000006.jpg,1904,1071,3.2886,0.057,1.6853,0.2885,0.0995,2.1303,1,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000072_04488_v/0000007.jpg,1904,1071,3.3347,0.0585,1.7332,0.2914,0.1104,2.1936,1,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000072_04488_v/0000008.jpg,1904,1071,3.4018,0.0561,1.6817,0.2799,0.1051,2.1229,1,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000072_04488_v/0000009.jpg,1904,1071,3.2944,0.0556,1.7233,0.2911,0.1116,2.1818,1,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000072_04488_v/0000010.jpg,1904,1071,3.3598,0.0568,1.7425,0.2867,0.1047,2.1908,1,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000072_04488_v/0000011.jpg,1904,1071,3.3059,0.0569,1.6956,0.2751,0.1023,2.13,1,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000072_04488_v/0000012.jpg,1904,1071,3.1934,0.0555,1.5803,0.2712,0.1053,2.0125,1,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000072_04488_v/0000013.jpg,1904,1071,3.2339,0.0539,1.7477,0.0004,0.1034,1.9054,0,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000072_04488_v/0000014.jpg,1904,1071,3.3172,0.0582,1.7283,0.0004,0.1047,1.8917,0,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000072_04488_v/0000015.jpg,1904,1071,3.4294,0.0561,1.6931,0.0004,0.1114,1.8611,0,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000072_04488_v/0000016.jpg,1904,1071,3.3021,0.0557,1.6214,0.0004,0.1022,1.7797,0,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000072_04488_v/0000017.jpg,1904,1071,3.2915,0.0577,1.6808,0.0004,0.1063,1.8453,0,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000072_04488_v/0000018.jpg,1904,1071,3.3052,0.0598,1.7723,0.0004,0.1024,1.935,0,0
/usr/local/Face_Recognition_Files/VisDrone2019-VID-train/sequences/uav0000072_04488_v/0000019.jpg,1904,1071,3.3408,0.062,1.7037,0.287,0.1122,2.1649,1,0
